771,2.259
751,4.3699
732,5.4494
595,5.7352
778,6.2955
771,6.3385
580,6.4274
528,6.7801
709,6.8517
778,7.3063
898,7.3103
655,7.3391
915,7.542
864,7.6519
864,7.6533
580,7.6775
557,7.7506
915,7.7558
655,7.8372
564,7.8664
751,7.9769
580,8.0713
736,8.3562
992,8.3858
1086,8.5274
709,8.5702
589,8.7145
778,8.7167
557,8.9201
612,9.0284
751,9.1839
655,9.2305
595,9.2945
898,9.5312
557,9.982
589,10.165
595,10.185
564,10.279
751,10.684
612,10.725
528,10.979
528,11.063
620,11.064
973,11.122
709,11.144
751,11.16
864,11.236
580,11.294
771,11.336
564,11.337
671,11.728
736,12.409
621,12.573
612,12.591
1086,12.698
928,12.712
612,12.813
771,13.062
1127,13.073
612,13.143
864,13.192
898,13.383
655,13.396
992,13.431
580,13.676
612,14.242
1127,14.414
595,14.536
620,14.661
564,14.94
928,15.034
528,15.214
736,15.216
992,15.315
528,15.87
557,16.261
1127,17.305
898,18.069
620,18.527
564,18.866
864,21.452
928,23.071
1127,29.686
