5,7,0,0,0,0,0.3586,0,0.44882,0,0.19258,0
1,1,1,0,0,0,0,0,0,0,0,0
7,7,0,0,0,0,0,0,0.94023,0,0.058293,0.0014757
8,6,0.1728,0,0.083246,0,0,0.52697,0,0.19855,0,0.018432
6,6,0.1728,0,0.083246,0,0,0.52697,0,0.19855,0,0.018432
5,5,0,0,0,0,0.7224,0,0.25685,0,0.01316,0.0075965
7,7,0,0,0.13962,0,0,0,0.80896,0,0.050154,0.0012697
7,5,0,5.3308e-06,0.093943,0,0.65453,0,0.23272,0,0.011923,0.0068828
9,7,0.078758,0,0,0,0,0,0.5071,0,0.26257,0.15157
1,1,1,0,0,0,0,0,0,0,0,0
