729,2.7566
663,2.9491
768,3.3177
729,4.0613
548,4.192
519,4.2146
729,4.2945
1019,4.3455
768,4.3657
812,4.51
663,4.7379
716,4.7599
716,4.7994
802,4.8554
716,4.8881
529,5.1524
548,5.2555
548,5.3776
679,5.529
802,5.6647
663,5.8882
768,5.9022
711,5.9146
548,5.989
1113,5.9919
768,6.058
663,6.094
812,6.2129
962,6.2252
729,6.2868
548,6.3175
548,6.3381
962,6.3788
729,6.4879
711,6.5187
802,6.5595
812,6.6873
729,6.7892
962,6.8437
548,6.8537
711,6.8573
802,6.9683
943,6.9902
729,7.0018
1075,7.2535
663,7.2693
812,7.2924
704,7.3413
716,7.3554
548,7.4948
529,7.4995
729,7.5593
583,7.6235
1019,7.6277
716,7.6426
522,7.6697
1027,7.6898
548,7.7176
704,7.7442
548,7.8301
729,7.8738
812,7.9582
704,7.9619
755,7.9634
768,8.0215
704,8.0443
812,8.0516
802,8.0625
812,8.0934
729,8.106
716,8.1222
548,8.1834
729,8.2379
663,8.2612
755,8.2752
1027,8.2843
548,8.3491
548,8.4288
716,8.4355
962,8.4499
1113,8.5291
729,8.5849
548,8.6843
522,8.7476
548,8.7481
729,8.7661
711,8.7805
729,8.8676
764,8.9033
548,8.9164
716,8.9332
663,8.9704
802,8.9759
768,9.0669
802,9.0942
711,9.1116
839,9.1429
617,9.2347
548,9.28
617,9.292
711,9.3393
876,9.3536
548,9.3855
729,9.4639
548,9.4855
711,9.4895
548,9.5806
768,9.6095
1027,9.7099
548,9.7285
812,9.8519
548,9.9252
548,9.9798
704,9.9884
663,10.042
679,10.092
527,10.137
729,10.143
812,10.15
755,10.437
519,10.458
548,10.481
679,10.521
711,10.581
663,10.819
663,10.838
519,10.992
1075,11.036
548,11.061
1075,11.095
729,11.178
527,11.185
716,11.243
812,11.247
716,11.265
1019,11.27
1012,11.343
704,11.479
1012,11.496
711,11.592
764,11.612
812,11.627
755,11.673
812,11.78
548,11.876
764,11.935
1012,11.962
663,11.978
1075,12.078
548,12.095
839,12.139
679,12.22
522,12.308
676,12.322
962,12.483
583,12.528
711,12.544
716,12.604
716,12.747
704,12.754
663,12.757
729,12.772
812,12.791
548,12.805
522,12.834
1019,12.86
1075,12.892
764,12.895
663,12.99
522,13.047
716,13.126
548,13.176
943,13.18
768,13.206
1012,13.234
768,13.255
728,13.305
519,13.344
1143,13.351
768,13.383
729,13.423
522,13.682
548,13.8
1019,13.842
729,13.932
716,14.026
1143,14.089
729,14.208
768,14.344
1012,14.806
729,14.921
548,15.219
768,15.274
839,15.399
519,15.41
711,15.853
729,15.988
679,16.104
1143,16.313
548,16.341
548,16.439
527,16.46
962,16.682
812,16.722
943,16.77
548,17.14
548,17.787
704,18.09
1075,18.243
527,18.567
1019,19.661
583,19.895
548,20.028
812,20.041
729,21.858
