37,663
380,441
1297,169
1042,226
2050,651
2433,817
2447,1129
2390,456
1281,187
1299,183
1204,191
99,633
2423,891
2088,633
1224,194
2014,602
2061,655
18,617
42,657
2020,637
1232,151
2438,1158
1270,142
24,665
2436,1197
2091,623
320,419
2033,664
1006,265
2463,821
2037,664
2080,641
1229,150
2360,482
16,674
1285,154
333,407
2090,650
2486,895
1237,103
2082,632
41,643
2069,696
32,662
2057,611
1223,125
2053,670
2443,816
2410,1136
2007,638
52,685
35,669
2463,816
10,655
1013,272
77,676
1280,156
1280,141
75,689
9,636
1250,109
1086,257
73,614
385,461
1263,142
362,467
56,627
332,406
1266,111
2436,858
61,640
1215,179
69,621
2099,680
2074,627
344,484
347,440
2083,692
1217,109
52,635
2023,680
316,463
2429,869
3,699
31,615
361,475
1070,248
1250,122
359,457
87,651
47,617
10,660
30,662
2042,613
21,666
2009,659
2016,630
387,450
1053,217
333,446
84,684
387,496
1286,152
1040,275
2023,634
2492,809
2482,1152
2359,423
1255,137
64,608
2057,639
76,655
54,635
2,633
1247,126
2393,459
1092,298
364,479
1267,128
2445,1157
357,429
1296,158
2014,625
1065,243
11,618
2488,865
1249,102
2444,879
2472,831
30,699
2465,1151
2044,650
2468,861
1212,186
37,643
20,691
1274,170
1269,122
220.85,586.91
773.65,496.35
796.29,1119.9
345,1221.5
1456,245
1780.6,379.38
1770.5,1046.3
1322.4,1060.4
2162,489.33
2428,699
2360.6,991.73
2107.2,965.67
2384.1,947.84
2118.2,520.62
2380.5,958.84
2403,466.73
2362.6,485.5
1707.7,435.38
2129.9,915.5
2341,889.25
2127.7,898.19
1252.1,360.76
356.38,1176.4
1711.7,434.04
2379.2,460
1200.8,453.85
2119.2,929.67
1309,1177.7
2130.5,913.42
2378.3,933.4
225.2,625
2368.9,485.62
2394.8,937.38
2127.4,433.4
190.5,588
810.67,469.56
1684.1,376.7
2188,966
2388,494.4
165.89,608.56
630.67,541.33
2154.7,585.67
1337,260.75
275.46,558
225.26,612.83
1324.5,1056.5
2414.1,920.48
2377.7,957.7
318,1178.5
794.93,462.14
2190.5,815
2139,469.26
2379.3,954.74
1260,387.22
1235.2,465.27
2448,377.5
1265,407.25
2118.8,462.44
1242.2,325.08
2368.3,951
1333,1264
1724.7,1096.5
2367.3,973.41
1176,411.5
2380.1,967.86
2409.1,949.92
1131.6,568.4
2372.4,465.22
1223.1,374.43
436,1138
2369.6,924.27
2390.1,947.6
2331,970.5
2372,1002.3
1236.5,427.02
241.78,595.44
1787.2,1088.2
1170.7,504.44
2121.7,925.2
2369.8,472.38
2361.4,957.17
2412,543.82
2374.8,891.33
1707.4,426
1277,1144.5
301.7,1167.3
1241.3,450.11
1251.7,401.14
1226.4,324.2
1738.7,1073.3
2371.2,939.35
1352.2,1146.9
2124.3,898.4
2376.9,984.5
2134.4,473.2
2131.3,890.11
1321.3,1163.7
1747.4,451.44
2383.1,427.25
1601.9,444
251.71,587.81
2390.8,436.12
2413.3,1017.2
1456,245
1275.9,353.57
1293.4,440.5
783,256.5
1283.4,411.71
2140,478.88
2388.1,987.33
2348.4,524
2377.9,478
2366,981.67
2388.2,959
1351.2,1177.2
2119.3,904.17
72,607
981,200
2371.5,851.6
2372,956.23
2424.9,980
218,596
1240.1,393.21
228.03,589.85
2374,1031.7
1206.1,398
327,1207.6
362,494
322.6,1160.1
2366.4,953.6
250.86,598.52
1730.5,1064.7
2386.1,951.79
1231,413.93
2377.1,957.78
1232.4,351.11
1713.4,1115.7
1790.8,1056.3
2096.4,489
1753.2,1092
2384,914
1729.8,1114.8
1303.9,373.76
1267.7,1265
2411.5,1020.1
830.67,1165.1
1241.9,385.79
1689.2,405.05
2382.6,942.47
318.5,1160.6
2433.3,888
1213.3,450.39
2386.1,965.36
1255.7,403.04
1279.6,420.53
2129.5,896.08
2118.5,909.63
2380.3,958.31
2333.8,908.25
124.09,646.36
238.86,595.16
2148.2,482.22
1183.4,492
244.65,599.31
1152,409.5
2376.3,982.05
1725.7,1069
1654.5,350.6
764.6,507
2368,949.14
2393.4,942.25
2389.6,980.85
191,604
1590,239
1325.2,1110.3
1245.5,404.03
2398.7,507
2405,578.67
1336.4,1122.5
1770,1036.7
2123.5,920.57
1239.6,424
849.75,1194.4
250.66,568.62
1766,1076.5
1256.1,411.31
1233.4,483.93
246.56,583.56
2382.7,450.14
2386.2,968.93
1253.4,403.16
2381.2,994.36
806.83,1121.9
1662.8,419.54
1267.2,1181.6
242.19,583.69
1252.5,346
278.27,586.04
2109.9,897.1
837.78,1120.3
2371.6,995.61
243.4,545.2
822,1114.8
1281.2,429
2180.7,958.33
1222.7,393.03
1335.5,1109.5
1268.1,407.12
2399.8,981.25
325.86,1182.1
1254.8,451.11
1676.5,1142
1242.6,415.88
1263.9,387.75
2108.1,931.75
2392.2,950.22
2398,983.93
2135.3,462.09
1239.9,437.9
2378,445
2390.4,976.03
2370.5,440.75
1756.4,1083.6
2125.3,904.09
1808.3,1035.4
2002,367
1756.3,1086.7
2404.7,971.6
2119.6,899.33
1249.5,416.91
193.38,585.38
2132.5,468.26
274,621.38
1320.8,1082.6
2339.2,963.75
1255.5,366.9
2371.4,982.17
1416,1078.2
1310.6,1238.2
2372.4,975.07
2385.8,898.77
1290.8,1114
2387.1,990.1
784.78,461.72
2106.1,504.53
233.27,564.59
213.25,666.5
2370.5,1029.8
1298,298.5
2117,930.5
2370,997.73
1644.9,439.6
771,424.75
229.44,618.81
2391,1044.3
2360.7,1012.3
1698.3,599.33
2122.2,874.35
2433,475.83
2373.1,966.5
253.58,597.62
1146.3,392.67
2333.2,964.5
1248.7,437.07
271.42,597.67
787.75,469.31
2376.7,990.33
2386,550.75
