2214,869
2451,1147
2297,755
1194,160
177,1205
1179,176
414,395
229,713
2464,1128
2366,1166
2089,1013
2019,823
2436,916
2294,499
349,704
